,timestamp,value
0,1,11
1,2,16086
2,3,131630
3,4,136536
4,5,140413
5,6,143404
6,7,142333
7,8,138277
8,9,134153
9,10,124515
10,11,117517
11,12,114334
12,13,107953
13,14,103819
14,15,102258
15,16,102009
16,17,104915
17,18,106521
18,19,111524
19,20,113769
20,21,117296
21,22,123273
22,23,122827
23,24,125286
24,25,130052
25,26,129961
26,27,135154
27,28,137165
28,29,139941
29,30,144978
30,31,144720
31,32,143654
32,33,138286
33,34,127970
34,35,121041
35,36,114326
36,37,107115
37,38,106403
38,39,102375
39,40,102254
40,41,105341
41,42,110215
42,43,116369
43,44,121881
44,45,122903
45,46,123308
46,47,125735
47,48,126770
48,49,130959
49,50,132026
50,51,133953
51,52,142869
52,53,144353
53,54,143040
54,55,143016
55,56,144184
56,57,135161
57,58,128058
58,59,119774
59,60,113464
60,61,107756
61,62,105937
62,63,102356
63,64,96486
64,65,108588
65,66,112183
66,67,115470
67,68,119287
68,69,118465
69,70,121372
70,71,110185
71,72,125047
72,73,126313
73,74,131348
74,75,133770
75,76,134926
76,77,140519
77,78,138275
78,79,140001
79,80,142057
80,81,138887
81,82,128442
82,83,116147
83,84,108016
84,85,108543
85,86,103311
86,87,98410
87,88,96821
88,89,101815
89,90,107210
90,91,115459
91,92,119464
92,93,117310
93,94,124420
94,95,116815
95,96,123402
96,97,127210
97,98,134565
98,99,129510
99,100,136132
100,101,139276
101,102,140383
102,103,138138
103,104,139890
104,105,132687
105,106,124901
106,107,120215
107,108,112310
108,109,108158
109,110,101923
110,111,94529
111,112,101713
112,113,103339
113,114,108541
114,115,120618
115,116,118163
116,117,121721
117,118,125648
118,119,127013
119,120,128627
120,121,131148
121,122,132864
122,123,133705
123,124,136278
124,125,134255
125,126,133549
126,127,133366
127,128,133240
128,129,126738
129,130,124062
130,131,118509
131,132,110892
132,133,109018
133,134,106147
134,135,103228
135,136,103917
136,137,110402
137,138,113420
138,139,118739
139,140,124249
140,141,125140
141,142,124160
142,143,125813
143,144,129706
144,145,134793
145,146,138036
146,147,136507
147,148,140611
148,149,142100
149,150,149252
150,151,150895
151,152,149355
152,153,142378
153,154,135160
154,155,128630
155,156,121889
156,157,118573
157,158,112709
158,159,108580
159,160,110461
160,161,111196
161,162,119594
162,163,124156
163,164,128973
164,165,137590
165,166,138225
166,167,138158
167,168,142523
168,169,134828
169,170,151634
170,171,152326
171,172,159598
172,173,165650
173,174,161586
174,175,162512
175,176,158197
176,177,150192
177,178,142677
178,179,135680
179,180,128478
180,181,121243
181,182,117008
182,183,115035
183,184,115579
184,185,118644
185,186,124157
186,187,129138
187,188,131634
188,189,133767
189,190,137546
190,191,139333
191,192,143257
192,193,127018
193,194,143146
194,195,145381
195,196,147251
196,197,148820
197,198,148821
198,199,151693
199,200,150480
200,201,146922
201,202,134862
202,203,120789
203,204,114592
204,205,115596
205,206,110936
206,207,106252
207,208,106699
208,209,108498
209,210,115193
210,211,118560
211,212,125589
212,213,127152
213,214,129792
214,215,130537
215,216,136867
216,217,138269
217,218,139166
218,219,142950
219,220,147133
220,221,147654
221,222,149540
222,223,154009
223,224,155743
224,225,152443
225,226,141906
226,227,130606
227,228,122259
228,229,116822
229,230,114952
230,231,109469
231,232,109356
232,233,113701
233,234,118506
234,235,124725
235,236,126074
236,237,129255
237,238,133116
238,239,132102
239,240,134570
240,241,138782
241,242,138587
242,243,144528
243,244,145494
244,245,149862
245,246,152743
246,247,149847
247,248,153667
248,249,145338
249,250,138513
250,251,129647
251,252,122726
252,253,120333
253,254,113385
254,255,109936
255,256,110636
256,257,111744
257,258,114072
258,259,121951
259,260,125549
260,261,126188
261,262,132976
262,263,133982
263,264,133619
264,265,131118
265,266,140037
266,267,141818
267,268,143173
268,269,148380
269,270,149365
270,271,150402
271,272,151416
272,273,143140
273,274,134500
274,275,127414
275,276,121987
276,277,115079
277,278,107915
278,279,105217
279,280,101459
280,281,108202
281,282,113232
282,283,113073
283,284,123311
284,285,127092
285,286,130058
286,287,134964
287,288,134577
288,289,136081
289,290,141574
290,291,141257
291,292,142881
292,293,143704
293,294,145279
294,295,140315
295,296,142140
296,297,135832
297,298,130286
298,299,124090
299,300,118142
300,301,112105
301,302,106313
302,303,104258
303,304,103620
304,305,106851
305,306,112309
306,307,117549
307,308,122413
308,309,126403
309,310,127133
310,311,129096
311,312,131400
312,313,132151
313,314,127991
314,315,135364
315,316,150402
316,317,152509
317,318,150939
318,319,151026
319,320,149098
320,321,140515
321,322,133568
322,323,126544
323,324,120491
324,325,111430
325,326,106202
326,327,101439
327,328,100633
328,329,107167
329,330,114617
330,331,121507
331,332,127456
332,333,130960
333,334,131003
334,335,133491
335,336,132487
336,337,136501
337,338,137390
338,339,146212
339,340,151613
340,341,152630
341,342,153887
342,343,155575
343,344,153718
344,345,146175
345,346,138006
346,347,129897
347,348,125113
348,349,117813
349,350,115819
350,351,110684
351,352,99397
352,353,110211
353,354,115058
354,355,118366
355,356,122567
356,357,124544
357,358,133896
358,359,120994
359,360,52179
360,361,138940
361,362,139049
362,363,147468
363,364,149553
364,365,148809
365,366,151768
366,367,156450
367,368,154072
368,369,148146
369,370,138813
370,371,127199
371,372,118690
372,373,114315
373,374,110846
374,375,108704
375,376,109149
376,377,114158
377,378,120148
378,379,125814
379,380,126818
380,381,128373
381,382,134074
382,383,138344
383,384,138280
384,385,138942
385,386,138136
386,387,145470
387,388,150316
388,389,155055
389,390,153020
390,391,154508
391,392,160596
392,393,151875
393,394,143398
394,395,134965
395,396,126654
396,397,121993
397,398,118286
398,399,112916
399,400,111865
400,401,111396
401,402,115065
402,403,121852
403,404,125717
404,405,115973
405,406,104583
406,407,96481
407,408,101321
408,409,131385
409,410,134241
410,411,122555
411,412,133078
412,413,148300
413,414,144318
414,415,150972
415,416,157789
416,417,151714
417,418,142902
418,419,133093
419,420,126937
420,421,118982
421,422,115546
422,423,111486
423,424,110316
424,425,110398
425,426,114698
426,427,123596
427,428,126620
428,429,128348
429,430,130887
430,431,131210
431,432,135588
432,433,136580
433,434,135354
434,435,146752
435,436,147364
436,437,146308
437,438,147785
438,439,143784
439,440,141423
440,441,139523
441,442,135759
442,443,128090
443,444,117958
444,445,113650
445,446,103871
446,447,101633
447,448,108597
448,449,111396
449,450,118675
450,451,121615
451,452,129093
452,453,132064
453,454,136386
454,455,116397
455,456,145323
456,457,150189
457,458,145330
458,459,145454
459,460,147038
460,461,145532
461,462,144901
462,463,143579
463,464,145477
464,465,142619
465,466,136954
466,467,130297
467,468,123640
468,469,115363
469,470,113002
470,471,108265
471,472,105851
472,473,106450
473,474,112604
474,475,123360
475,476,128364
476,477,134259
477,478,136602
478,479,141475
479,480,142478
480,481,146142
481,482,147807
482,483,152075
483,484,153213
484,485,151879
485,486,158920
486,487,158236
487,488,158625
488,489,148263
489,490,139721
490,491,130024
491,492,123719
492,493,119330
493,494,111861
494,495,108931
495,496,109173
496,497,111096
497,498,115435
498,499,121291
499,500,125789
500,501,130682
501,502,134883
502,503,139716
503,504,143321
504,505,145800
505,506,146103
506,507,150540
507,508,151019
508,509,154697
509,510,161625
510,511,163162
511,512,148703
512,513,156768
513,514,143885
514,515,135310
515,516,126581
516,517,118357
517,518,113270
518,519,109560
519,520,111401
520,521,117634
521,522,124435
522,523,132463
523,524,133584
524,525,138128
525,526,144896
526,527,147219
527,528,143986
528,529,148253
529,530,146810
530,531,149462
531,532,154241
532,533,160355
533,534,167610
534,535,160897
535,536,160333
536,537,152313
537,538,144649
538,539,136254
539,540,125916
540,541,121374
541,542,117062
542,543,112457
543,544,111589
544,545,116308
545,546,124049
546,547,130734
547,548,134447
548,549,136806
549,550,141599
550,551,140582
551,552,145100
552,553,145712
553,554,144058
554,555,145433
555,556,154556
556,557,161705
557,558,161401
558,559,164296
559,560,164303
560,561,159049
561,562,152265
562,563,137281
563,564,128144
564,565,120013
565,566,114709
566,567,112593
567,568,114129
568,569,119544
569,570,127095
570,571,133460
571,572,134444
572,573,139022
573,574,140363
574,575,144326
575,576,145392
576,577,145290
577,578,147967
578,579,148628
579,580,151984
580,581,157457
581,582,157708
582,583,158230
583,584,159117
584,585,155716
585,586,124328
586,587,137140
587,588,127130
588,589,120673
589,590,112167
590,591,108203
591,592,110367
592,593,115840
593,594,120995
594,595,127744
595,596,131277
596,597,134875
597,598,137692
598,599,140954
599,600,137253
600,601,140324
601,602,141935
602,603,140854
603,604,142165
604,605,142069
605,606,146942
606,607,144894
607,608,147697
608,609,148103
609,610,130864
610,611,133622
611,612,121551
612,613,114276
613,614,109341
614,615,104551
615,616,103795
616,617,106514
617,618,113115
618,619,120835
619,620,125481
620,621,129967
621,622,135468
622,623,135633
623,624,138283
624,625,137857
625,626,140838
626,627,144193
627,628,146101
628,629,145055
629,630,149248
630,631,144306
631,632,116132
632,633,140451
633,634,128007
634,635,120863
635,636,117777
636,637,111674
637,638,108136
638,639,96826
639,640,103526
640,641,105507
641,642,109913
642,643,118010
643,644,123902
644,645,130735
645,646,131517
646,647,132649
647,648,132696
648,649,131002
649,650,134702
650,651,133467
651,652,138008
652,653,139616
653,654,137765
654,655,144901
655,656,142711
656,657,139110
657,658,134762
658,659,124170
659,660,116565
660,661,108853
661,662,108437
662,663,106671
663,664,110108
664,665,111892
665,666,119324
666,667,126910
667,668,127420
668,669,132330
669,670,136114
670,671,139035
671,672,139128
672,673,135446
673,674,139019
674,675,144384
675,676,131660
676,677,73699
677,678,108141
678,679,172562
679,680,160841
680,681,155280
681,682,140314
682,683,133787
683,684,122740
684,685,119069
685,686,112905
686,687,107837
687,688,106278
688,689,106389
689,690,117352
690,691,123722
691,692,122254
692,693,118980
693,694,120543
694,695,116415
695,696,122022
696,697,124178
