,timestamp,value
0,1,0
1,2,54
2,3,981
3,4,961
4,5,962
5,6,1087
6,7,1013
7,8,942
8,9,874
9,10,706
10,11,514
11,12,364
12,13,309
13,14,211
14,15,180
15,16,227
16,17,327
17,18,445
18,19,605
19,20,615
20,21,641
21,22,653
22,23,684
23,24,733
24,25,577
25,26,702
26,27,750
27,28,745
28,29,784
29,30,856
30,31,830
31,32,795
32,33,795
33,34,647
34,35,450
35,36,347
36,37,212
37,38,162
38,39,149
39,40,203
40,41,200
41,42,369
42,43,538
43,44,612
44,45,683
45,46,630
46,47,657
47,48,674
48,49,659
49,50,695
50,51,838
51,52,767
52,53,796
53,54,855
54,55,882
55,56,936
56,57,776
57,58,601
58,59,457
59,60,369
60,61,200
61,62,142
62,63,196
63,64,268
64,65,318
65,66,496
66,67,572
67,68,691
68,69,776
69,70,766
70,71,854
71,72,884
72,73,854
73,74,848
74,75,819
75,76,964
76,77,1065
77,78,1054
78,79,1280
79,80,1095
80,81,884
81,82,607
82,83,480
83,84,306
84,85,220
85,86,206
86,87,187
87,88,255
88,89,396
89,90,531
90,91,675
91,92,689
92,93,685
93,94,753
94,95,768
95,96,799
96,97,816
97,98,857
98,99,868
99,100,1015
100,101,1127
101,102,1137
102,103,1090
103,104,1140
104,105,960
105,106,660
106,107,401
107,108,328
108,109,273
109,110,215
110,111,180
111,112,295
112,113,427
113,114,665
114,115,633
115,116,633
116,117,644
117,118,743
118,119,815
119,120,801
120,121,811
121,122,815
122,123,928
123,124,922
124,125,1000
125,126,1066
126,127,1099
127,128,1101
128,129,886
129,130,591
130,131,434
131,132,362
132,133,225
133,134,225
134,135,156
135,136,293
136,137,397
137,138,541
138,139,563
139,140,672
140,141,735
141,142,740
142,143,744
143,144,795
144,145,836
145,146,804
146,147,1005
147,148,909
148,149,999
149,150,904
150,151,966
151,152,754
152,153,876
153,154,652
154,155,484
155,156,288
156,157,191
157,158,196
158,159,193
159,160,258
160,161,362
161,162,512
162,163,577
163,164,646
164,165,733
165,166,733
166,167,708
167,168,708
168,169,770
169,170,775
170,171,861
171,172,940
172,173,870
173,174,757
174,175,903
175,176,940
176,177,796
177,178,576
178,179,511
179,180,316
180,181,216
181,182,166
182,183,199
183,184,205
184,185,225
185,186,411
186,187,617
187,188,609
188,189,672
189,190,627
190,191,577
191,192,595
192,193,648
193,194,726
194,195,673
195,196,668
196,197,697
197,198,732
198,199,758
199,200,762
200,201,661
201,202,570
202,203,440
203,204,288
204,205,247
205,206,164
206,207,186
207,208,177
208,209,222
209,210,395
210,211,481
211,212,544
212,213,708
213,214,632
214,215,550
215,216,678
216,217,588
217,218,629
218,219,745
219,220,713
220,221,799
221,222,793
222,223,821
223,224,846
224,225,737
225,226,504
226,227,378
227,228,280
228,229,161
229,230,184
230,231,148
231,232,209
232,233,312
233,234,480
234,235,580
235,236,654
236,237,718
237,238,709
238,239,884
239,240,812
240,241,823
241,242,839
242,243,909
243,244,947
244,245,962
245,246,995
246,247,1024
247,248,1087
248,249,915
249,250,631
250,251,427
251,252,290
252,253,254
253,254,179
254,255,174
255,256,237
256,257,408
257,258,523
258,259,590
259,260,699
260,261,677
261,262,791
262,263,825
263,264,783
264,265,783
265,266,827
266,267,868
267,268,925
268,269,953
269,270,943
270,271,1024
271,272,986
272,273,866
273,274,682
274,275,444
275,276,266
276,277,260
277,278,199
278,279,160
279,280,283
280,281,437
281,282,510
282,283,643
283,284,658
284,285,744
285,286,706
286,287,745
287,288,774
288,289,846
289,290,819
290,291,876
291,292,913
292,293,938
293,294,1021
294,295,1037
295,296,1087
296,297,891
297,298,602
298,299,450
299,300,320
300,301,242
301,302,223
302,303,197
303,304,225
304,305,347
305,306,525
306,307,533
307,308,695
308,309,714
309,310,753
310,311,688
311,312,751
312,313,810
313,314,874
314,315,857
315,316,908
316,317,951
317,318,1048
318,319,1041
319,320,972
320,321,959
321,322,610
322,323,469
323,324,252
324,325,238
325,326,201
326,327,185
327,328,235
328,329,399
329,330,523
330,331,590
331,332,594
332,333,634
333,334,723
334,335,722
335,336,638
336,337,822
337,338,827
338,339,841
339,340,970
340,341,897
341,342,859
342,343,1005
343,344,855
344,345,789
345,346,618
346,347,441
347,348,302
348,349,287
349,350,180
350,351,144
351,352,170
352,353,293
353,354,462
354,355,538
355,356,595
356,357,538
357,358,623
358,359,620
359,360,548
360,361,683
361,362,679
362,363,689
363,364,681
364,365,794
365,366,695
366,367,777
367,368,749
368,369,690
369,370,593
370,371,474
371,372,341
372,373,241
373,374,179
374,375,163
375,376,145
376,377,226
377,378,398
378,379,624
379,380,520
380,381,601
381,382,575
382,383,540
383,384,594
384,385,681
385,386,638
386,387,656
387,388,768
388,389,799
389,390,910
390,391,947
391,392,882
392,393,834
393,394,566
394,395,395
395,396,293
396,397,200
397,398,182
398,399,171
399,400,220
400,401,357
401,402,485
402,403,610
403,404,709
404,405,802
405,406,822
406,407,873
407,408,788
408,409,778
409,410,857
410,411,943
411,412,994
412,413,963
413,414,1057
414,415,1098
415,416,974
416,417,901
417,418,675
418,419,461
419,420,279
420,421,246
421,422,187
422,423,183
423,424,263
424,425,359
425,426,565
426,427,653
427,428,699
428,429,702
429,430,725
430,431,803
431,432,783
432,433,624
433,434,908
434,435,970
435,436,978
436,437,991
437,438,1003
438,439,1056
439,440,1038
440,441,961
441,442,646
442,443,481
443,444,307
444,445,220
445,446,193
446,447,190
447,448,203
448,449,391
449,450,549
450,451,650
451,452,676
452,453,727
453,454,774
454,455,763
455,456,780
456,457,849
457,458,767
458,459,869
459,460,1020
460,461,1050
461,462,1045
462,463,1149
463,464,1057
464,465,930
465,466,681
466,467,483
467,468,344
468,469,275
469,470,171
470,471,159
471,472,243
472,473,420
473,474,549
474,475,584
475,476,683
476,477,725
477,478,784
478,479,768
479,480,724
480,481,815
481,482,810
482,483,897
483,484,985
484,485,1077
485,486,1044
486,487,1075
487,488,1097
488,489,890
489,490,688
490,491,507
491,492,340
492,493,217
493,494,190
494,495,192
495,496,240
496,497,397
497,498,560
498,499,620
499,500,662
500,501,672
501,502,697
502,503,660
503,504,743
504,505,702
505,506,820
506,507,806
507,508,936
508,509,944
509,510,884
510,511,841
511,512,901
512,513,845
513,514,591
514,515,502
515,516,304
516,517,210
517,518,213
518,519,179
519,520,179
520,521,268
521,522,476
522,523,606
523,524,591
524,525,615
525,526,632
526,527,623
527,528,635
528,529,627
529,530,641
530,531,700
531,532,729
532,533,755
533,534,761
534,535,774
535,536,803
536,537,656
537,538,611
538,539,437
539,540,289
540,541,196
541,542,196
542,543,142
543,544,210
544,545,230
545,546,364
546,547,507
547,548,599
548,549,661
549,550,666
550,551,684
551,552,726
552,553,595
553,554,689
554,555,670
555,556,830
556,557,770
557,558,922
558,559,866
559,560,925
560,561,772
561,562,567
562,563,414
563,564,271
564,565,219
565,566,183
566,567,143
567,568,206
568,569,327
569,570,554
570,571,616
571,572,697
572,573,726
573,574,842
574,575,865
575,576,803
576,577,824
577,578,767
578,579,995
579,580,924
580,581,972
581,582,1081
582,583,1196
583,584,1020
584,585,895
585,586,641
586,587,484
587,588,299
588,589,216
589,590,194
590,591,223
591,592,244
592,593,378
593,594,520
594,595,600
595,596,673
596,597,705
597,598,741
598,599,676
599,600,329
600,601,813
601,602,810
602,603,901
603,604,930
604,605,1105
605,606,1067
606,607,1156
607,608,1058
608,609,915
609,610,666
610,611,438
611,612,367
612,613,250
613,614,189
614,615,188
615,616,238
616,617,395
617,618,533
618,619,595
619,620,719
620,621,663
621,622,685
622,623,802
623,624,803
624,625,805
625,626,853
626,627,872
627,628,1038
628,629,988
629,630,984
630,631,1036
631,632,964
632,633,858
633,634,583
634,635,486
635,636,328
636,637,241
637,638,236
638,639,179
639,640,238
640,641,388
641,642,473
642,643,665
643,644,673
644,645,773
645,646,799
646,647,785
647,648,794
648,649,849
649,650,717
650,651,838
651,652,934
652,653,966
653,654,936
654,655,989
655,656,1054
656,657,849
657,658,608
658,659,433
659,660,354
660,661,257
661,662,184
662,663,200
663,664,221
664,665,369
665,666,471
666,667,635
667,668,549
668,669,688
669,670,667
670,671,666
671,672,656
672,673,666
673,674,698
674,675,788
675,676,777
676,677,857
677,678,729
678,679,797
679,680,899
680,681,740
681,682,676
682,683,431
683,684,331
684,685,229
685,686,200
686,687,181
687,688,221
688,689,316
689,690,436
690,691,552
691,692,624
692,693,628
693,694,677
694,695,545
695,696,643
696,697,634
697,698,667
698,699,699
699,700,723
700,701,719
701,702,753
702,703,856
703,704,700
704,705,687
705,706,577
706,707,466
707,708,350
708,709,211
709,710,215
710,711,128
711,712,146
712,713,214
713,714,430
714,715,484
715,716,587
716,717,659
717,718,621
718,719,623
719,720,657
720,721,687
721,722,686
722,723,767
723,724,718
724,725,836
725,726,842
726,727,821
727,728,922
728,729,799
729,730,589
730,731,450
731,732,307
732,733,233
733,734,179
734,735,172
735,736,209
736,737,331
737,738,499
738,739,614
739,740,669
740,741,779
741,742,867
742,743,847
743,744,822
744,745,853
745,746,872
746,747,892
747,748,1020
748,749,1031
749,750,1115
750,751,1011
751,752,965
752,753,941
753,754,702
754,755,438
755,756,348
756,757,197
757,758,166
758,759,173
759,760,275
760,761,359
761,762,513
762,763,590
763,764,690
764,765,710
765,766,756
766,767,761
767,768,816
768,769,787
769,770,776
770,771,984
771,772,934
772,773,1002
773,774,1042
774,775,1015
775,776,1062
776,777,937
777,778,571
778,779,449
779,780,319
780,781,261
781,782,150
782,783,178
783,784,210
784,785,373
785,786,542
786,787,582
787,788,715
788,789,712
789,790,679
790,791,781
791,792,706
792,793,812
793,794,759
794,795,949
795,796,918
796,797,946
797,798,1018
798,799,1073
799,800,1092
800,801,849
801,802,619
802,803,500
803,804,344
804,805,249
805,806,206
806,807,156
807,808,250
808,809,379
809,810,520
810,811,610
811,812,597
812,813,702
813,814,678
814,815,794
815,816,752
816,817,728
817,818,800
818,819,783
819,820,925
820,821,924
821,822,888
822,823,921
823,824,990
824,825,932
825,826,511
826,827,389
827,828,282
828,829,203
829,830,191
830,831,148
831,832,242
832,833,350
833,834,521
834,835,651
835,836,694
836,837,707
837,838,743
838,839,721
839,840,663
840,841,778
841,842,795
842,843,885
843,844,838
844,845,847
845,846,935
846,847,846
847,848,832
848,849,765
849,850,611
850,851,443
851,852,325
852,853,232
853,854,184
854,855,152
855,856,177
856,857,245
857,858,454
858,859,549
859,860,636
860,861,652
861,862,572
862,863,593
863,864,646
864,865,692
865,866,745
866,867,670
867,868,690
868,869,724
869,870,727
870,871,769
871,872,590
872,873,693
873,874,502
874,875,462
875,876,322
876,877,202
877,878,157
878,879,127
879,880,152
880,881,247
881,882,419
882,883,519
883,884,615
884,885,632
885,886,611
886,887,647
887,888,575
888,889,683
889,890,651
890,891,667
891,892,750
892,893,713
893,894,789
894,895,1048
895,896,892
896,897,677
897,898,605
898,899,402
899,900,314
900,901,192
901,902,171
902,903,144
903,904,198
904,905,362
905,906,502
906,907,614
907,908,631
908,909,711
909,910,695
910,911,775
911,912,838
912,913,813
913,914,767
914,915,900
915,916,931
916,917,665
917,918,1075
918,919,1302
919,920,1060
920,921,929
921,922,638
922,923,502
923,924,310
924,925,244
925,926,193
926,927,159
927,928,297
928,929,410
929,930,545
930,931,593
931,932,628
932,933,693
933,934,674
934,935,762
935,936,710
936,937,691
937,938,679
938,939,843
939,940,867
940,941,903
941,942,1026
942,943,1050
943,944,1034
944,945,772
945,946,518
946,947,413
947,948,220
948,949,205
949,950,139
950,951,185
951,952,244
952,953,426
953,954,652
954,955,603
955,956,605
956,957,646
957,958,689
958,959,754
959,960,751
960,961,729
961,962,629
962,963,835
963,964,891
964,965,871
965,966,1041
966,967,1020
967,968,998
968,969,841
969,970,519
970,971,339
971,972,220
972,973,170
973,974,115
974,975,177
975,976,237
976,977,355
977,978,639
978,979,563
979,980,613
980,981,612
981,982,771
982,983,895
983,984,839
984,985,781
985,986,791
986,987,909
987,988,868
988,989,833
989,990,1010
990,991,1054
991,992,954
992,993,809
993,994,520
994,995,297
995,996,264
996,997,168
997,998,161
998,999,155
999,1000,237
1000,1001,381
1001,1002,568
1002,1003,571
1003,1004,2277
1004,1005,1070
1005,1006,917
1006,1007,973
1007,1008,949
1008,1009,878
1009,1010,880
1010,1011,766
1011,1012,966
1012,1013,902
1013,1014,1032
1014,1015,903
1015,1016,969
1016,1017,703
1017,1018,653
1018,1019,119
1019,1020,34
1020,1021,166
1021,1022,204
1022,1023,159
1023,1024,215
1024,1025,335
1025,1026,541
1026,1027,588
1027,1028,666
1028,1029,661
1029,1030,574
1030,1031,597
1031,1032,628
1032,1033,591
1033,1034,595
1034,1035,645
1035,1036,653
1036,1037,731
1037,1038,731
1038,1039,743
1039,1040,677
1040,1041,609
1041,1042,565
1042,1043,374
1043,1044,268
1044,1045,159
1045,1046,137
1046,1047,144
1047,1048,131
1048,1049,249
1049,1050,459
1050,1051,463
1051,1052,608
1052,1053,574
1053,1054,509
1054,1055,499
1055,1056,507
1056,1057,554
1057,1058,612
1058,1059,668
1059,1060,666
1060,1061,751
1061,1062,857
1062,1063,833
1063,1064,784
1064,1065,632
1065,1066,428
1066,1067,295
1067,1068,208
1068,1069,124
1069,1070,123
1070,1071,148
1071,1072,175
1072,1073,373
1073,1074,602
1074,1075,537
1075,1076,674
1076,1077,692
1077,1078,619
1078,1079,812
1079,1080,732
1080,1081,720
1081,1082,719
1082,1083,902
1083,1084,840
1084,1085,874
1085,1086,1019
1086,1087,997
1087,1088,1059
1088,1089,837
1089,1090,586
1090,1091,375
1091,1092,264
1092,1093,157
1093,1094,131
1094,1095,117
1095,1096,258
1096,1097,395
1097,1098,552
1098,1099,628
1099,1100,627
1100,1101,687
1101,1102,778
1102,1103,758
1103,1104,725
1104,1105,644
1105,1106,726
1106,1107,876
1107,1108,848
1108,1109,972
1109,1110,908
1110,1111,1030
1111,1112,991
1112,1113,742
1113,1114,529
1114,1115,343
1115,1116,251
1116,1117,193
1117,1118,145
1118,1119,148
1119,1120,231
1120,1121,354
1121,1122,553
1122,1123,533
1123,1124,586
1124,1125,589
1125,1126,585
1126,1127,616
1127,1128,678
1128,1129,650
1129,1130,720
1130,1131,767
1131,1132,919
1132,1133,853
1133,1134,873
1134,1135,993
1135,1136,968
1136,1137,751
1137,1138,471
1138,1139,271
1139,1140,169
1140,1141,122
1141,1142,118
1142,1143,129
1143,1144,235
1144,1145,374
1145,1146,476
1146,1147,562
1147,1148,642
1148,1149,598
1149,1150,611
1150,1151,615
1151,1152,690
1152,1153,661
1153,1154,711
1154,1155,708
1155,1156,835
1156,1157,851
1157,1158,862
1158,1159,881
1159,1160,945
1160,1161,728
1161,1162,489
1162,1163,253
1163,1164,185
1164,1165,125
1165,1166,110
1166,1167,109
1167,1168,207
1168,1169,391
1169,1170,560
1170,1171,495
1171,1172,569
1172,1173,625
1173,1174,661
1174,1175,655
1175,1176,597
1176,1177,614
1177,1178,663
1178,1179,697
1179,1180,696
1180,1181,742
1181,1182,817
1182,1183,781
1183,1184,720
1184,1185,714
1185,1186,532
1186,1187,383
1187,1188,239
1188,1189,162
1189,1190,124
1190,1191,133
1191,1192,176
1192,1193,302
1193,1194,474
1194,1195,556
1195,1196,613
1196,1197,507
1197,1198,569
1198,1199,575
1199,1200,529
1200,1201,499
1201,1202,596
1202,1203,617
1203,1204,614
